Q3,Q4,Q5,Q6,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q8,Q9_1,VD1_1,VD2_1,VD2_2,VD2_3,VD2_4,VD2_5,TA
42,Masculino,Maestría,"Zona 2: Breña, La Victoria, Lima (Cercado), Rímac y San Luis",Algunas veces a la semana,Nunca,Nunca,Algunas veces a la semana,Nunca,"Recibe contenido político (información, memes, opiniones, etc.)",6,6,Ni en acuerdo ni en desacuerdo,Ligeramente en desacuerdo,Ni en acuerdo ni en desacuerdo,Ligeramente en desacuerdo,Ni en acuerdo ni en desacuerdo,Observadas
36,Femenino,Maestría,"Zona 5: Chorrillos, Lurín, Pachacamac, Pucusana, Punta Hermosa, Punta Negra, San Bartolo, San Juan de Miraflores, Santa María del Mar, Villa el Salvador y Villa María del Triunfo",Nunca,Algunas veces al año,Algunas veces al mes,Algunas veces a la semana,Nunca,"Recibe contenido político (información, memes, opiniones, etc.)",10,5,Ligeramente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ligeramente en desacuerdo,Ligeramente en desacuerdo,
52,Masculino,Maestría,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Nunca,Nunca,Algunas veces al mes,Algunas veces al año,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",7,4,Ni en acuerdo ni en desacuerdo,Totalmente de acuerdo,Ligeramente de acuerdo,Ligeramente en desacuerdo,Totalmente de acuerdo,Observadas
20,Masculino,Educación Secundaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Algunas veces a la semana,Nunca,Algunas veces a la semana,Diariamente,"Recibe contenido político (información, memes, opiniones, etc.)",8,6,Ni en acuerdo ni en desacuerdo,Ni en acuerdo ni en desacuerdo,Ni en acuerdo ni en desacuerdo,Ligeramente en desacuerdo,Ligeramente en desacuerdo,
67,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Diariamente,Diariamente,Diariamente,Nunca,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.),Crea contenido político (información, memes, opiniones, etc.)",10,1,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Observadas
20,Masculino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Algunas veces a la semana,Diariamente,Diariamente,Diariamente,"Recibe contenido político (información, memes, opiniones, etc.)",10,10,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,
31,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Algunas veces al mes,Nunca,Algunas veces al mes,Algunas veces al mes,"Recibe contenido político (información, memes, opiniones, etc.)",8,2,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Ni en acuerdo ni en desacuerdo,Observadas
21,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Algunas veces a la semana,Algunas veces al año,Diariamente,Algunas veces al mes,"Recibe contenido político (información, memes, opiniones, etc.)",3,10,Ligeramente de acuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,Ni en acuerdo ni en desacuerdo,Totalmente de acuerdo,
26,Masculino,Educación Superior Universitaria,"Zona 1: Ancón, Carabayllo, Comas, Independencia, Los Olivos, Puente Piedra, San Martín de Porres y Santa Rosa",Algunas veces a la semana,Nunca,Algunas veces al mes,Algunas veces a la semana,Nunca,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",4,5,Ligeramente en desacuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,Observadas
24,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Diariamente,Nunca,Diariamente,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",3,10,Ligeramente en desacuerdo,Ligeramente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,
56,Femenino,Educación Secundaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Algunas veces a la semana,Diariamente,Diariamente,Diariamente,Nunca,"Recibe contenido político (información, memes, opiniones, etc.)",10,10,Totalmente en desacuerdo,Ni en acuerdo ni en desacuerdo,Ni en acuerdo ni en desacuerdo,Ligeramente de acuerdo,Totalmente de acuerdo,
51,Femenino,Maestría,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Diariamente,Algunas veces a la semana,Algunas veces a la semana,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",10,1,Ligeramente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Observadas
25,Femenino,Maestría,"Zona 2: Breña, La Victoria, Lima (Cercado), Rímac y San Luis",Algunas veces a la semana,Algunas veces a la semana,Algunas veces al mes,Algunas veces al año,Nunca,"Recibe contenido político (información, memes, opiniones, etc.)",6,8,Ligeramente en desacuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,
49,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Algunas veces al mes,Algunas veces al mes,Diariamente,Diariamente,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.)",6,8,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,Ni en acuerdo ni en desacuerdo,Ni en acuerdo ni en desacuerdo,Ni en acuerdo ni en desacuerdo,
38,Femenino,Educación Secundaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Algunas veces a la semana,,,Algunas veces a la semana,Diariamente,"Recibe contenido político (información, memes, opiniones, etc.)",,6,Ni en acuerdo ni en desacuerdo,Ni en acuerdo ni en desacuerdo,Ni en acuerdo ni en desacuerdo,Ni en acuerdo ni en desacuerdo,Ni en acuerdo ni en desacuerdo,Observadas
24,Masculino,Educación Superior Universitaria,"Zona 2: Breña, La Victoria, Lima (Cercado), Rímac y San Luis",Diariamente,Algunas veces al mes,Algunas veces a la semana,Algunas veces a la semana,Nunca,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.),Crea contenido político (información, memes, opiniones, etc.)",3,10,Ni en acuerdo ni en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,
24,Masculino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Algunas veces al año,Algunas veces al mes,Diariamente,Nunca,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",4,7,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,
54,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Algunas veces al mes,Algunas veces al año,Algunas veces al mes,Algunas veces al mes,"Recibe contenido político (información, memes, opiniones, etc.)",8,4,Ligeramente en desacuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ligeramente de acuerdo,Observadas
51,Femenino,Educación Superior Técnica,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Nunca,Algunas veces al mes,Nunca,Nunca,,8,2,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,
22,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Diariamente,Algunas veces a la semana,Diariamente,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.)",3,9,Ni en acuerdo ni en desacuerdo,Ligeramente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Observadas
34,Masculino,Educación Superior Universitaria,"Zona 2: Breña, La Victoria, Lima (Cercado), Rímac y San Luis",Diariamente,Diariamente,Diariamente,Diariamente,Algunas veces al mes,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.),Crea contenido político (información, memes, opiniones, etc.)",4,8,Ni en acuerdo ni en desacuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,
21,Masculino,Educación Superior Universitaria,"Zona 4: Ate-Vitarte, Chaclacayo, Cieneguilla, El Agustino, Lurigancho (Chosica), San Juan de Lurigancho y Santa Anita",Diariamente,Algunas veces a la semana,Algunas veces al mes,Algunas veces a la semana,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.)",4,6,Ligeramente en desacuerdo,Ligeramente en desacuerdo,Ni en acuerdo ni en desacuerdo,Ligeramente de acuerdo,Totalmente en desacuerdo,
22,Femenino,Educación Superior Universitaria,"Zona 5: Chorrillos, Lurín, Pachacamac, Pucusana, Punta Hermosa, Punta Negra, San Bartolo, San Juan de Miraflores, Santa María del Mar, Villa el Salvador y Villa María del Triunfo",Diariamente,Nunca,Algunas veces a la semana,Algunas veces a la semana,Nunca,"Recibe contenido político (información, memes, opiniones, etc.)",3,8,Ligeramente en desacuerdo,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,Ligeramente de acuerdo,Totalmente en desacuerdo,Observadas
35,Masculino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Algunas veces al mes,Nunca,Algunas veces al mes,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.)",8,9,Ligeramente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ligeramente de acuerdo,Totalmente en desacuerdo,Observadas
49,Femenino,Educación Superior Técnica,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Nunca,Algunas veces a la semana,Diariamente,Nunca,,10,1,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente de acuerdo,Observadas
22,Masculino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Algunas veces al año,Nunca,Algunas veces al mes,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.)",7,6,Ni en acuerdo ni en desacuerdo,Ligeramente en desacuerdo,Ligeramente de acuerdo,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,
24,Masculino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Nunca,Nunca,Algunas veces al año,Nunca,"Recibe contenido político (información, memes, opiniones, etc.)",5,3,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,Ni en acuerdo ni en desacuerdo,Ligeramente de acuerdo,Ligeramente en desacuerdo,
18,Masculino,Educación Superior Universitaria,"Zona 2: Breña, La Victoria, Lima (Cercado), Rímac y San Luis",Algunas veces a la semana,Nunca,Algunas veces al año,Algunas veces a la semana,Algunas veces al mes,"Recibe contenido político (información, memes, opiniones, etc.)",7,5,Ligeramente en desacuerdo,Totalmente en desacuerdo,Ni en acuerdo ni en desacuerdo,Ligeramente de acuerdo,Ligeramente en desacuerdo,Observadas
22,Masculino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Algunas veces al año,Algunas veces al año,Nunca,Algunas veces a la semana,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.)",7,3,Ligeramente en desacuerdo,Totalmente en desacuerdo,Ni en acuerdo ni en desacuerdo,Ligeramente de acuerdo,Ligeramente en desacuerdo,
22,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Algunas veces a la semana,Algunas veces a la semana,Diariamente,Diariamente,"Recibe contenido político (información, memes, opiniones, etc.)",8,5,Ni en acuerdo ni en desacuerdo,Ni en acuerdo ni en desacuerdo,Ni en acuerdo ni en desacuerdo,Ni en acuerdo ni en desacuerdo,Ni en acuerdo ni en desacuerdo,
28,Femenino,Educación Superior Universitaria,"Zona 4: Ate-Vitarte, Chaclacayo, Cieneguilla, El Agustino, Lurigancho (Chosica), San Juan de Lurigancho y Santa Anita",Nunca,Algunas veces al mes,Algunas veces al mes,Algunas veces a la semana,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.)",8,6,Ni en acuerdo ni en desacuerdo,Ligeramente en desacuerdo,Ligeramente de acuerdo,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,Observadas
22,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Algunas veces a la semana,Nunca,Algunas veces al mes,Nunca,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.)",6,3,Ligeramente en desacuerdo,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,Observadas
50,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Algunas veces a la semana,Algunas veces a la semana,Nunca,Algunas veces a la semana,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.)",5,1,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,
22,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Algunas veces al mes,Nunca,Algunas veces a la semana,Algunas veces a la semana,"Comparte contenido político (información, memes, opiniones, etc.)",6,4,Ni en acuerdo ni en desacuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,Ni en acuerdo ni en desacuerdo,Ligeramente en desacuerdo,Observadas
22,Femenino,Educación Superior Universitaria,"Zona 5: Chorrillos, Lurín, Pachacamac, Pucusana, Punta Hermosa, Punta Negra, San Bartolo, San Juan de Miraflores, Santa María del Mar, Villa el Salvador y Villa María del Triunfo",Nunca,Nunca,Nunca,Algunas veces a la semana,Nunca,"Recibe contenido político (información, memes, opiniones, etc.)",4,8,Ni en acuerdo ni en desacuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,
21,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Algunas veces a la semana,Diariamente,Algunas veces al año,Diariamente,Diariamente,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",6,5,Ligeramente en desacuerdo,Ligeramente en desacuerdo,Ni en acuerdo ni en desacuerdo,Ni en acuerdo ni en desacuerdo,Ni en acuerdo ni en desacuerdo,
23,Femenino,Educación Superior Universitaria,"Zona 2: Breña, La Victoria, Lima (Cercado), Rímac y San Luis",Diariamente,Algunas veces a la semana,Nunca,Diariamente,Nunca,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",2,10,Ligeramente de acuerdo,Ni en acuerdo ni en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Observadas
22,Femenino,Educación Superior Universitaria,"Zona 1: Ancón, Carabayllo, Comas, Independencia, Los Olivos, Puente Piedra, San Martín de Porres y Santa Rosa",Nunca,Algunas veces al mes,Nunca,Diariamente,Nunca,"Recibe contenido político (información, memes, opiniones, etc.)",7,6,Ligeramente en desacuerdo,Ligeramente en desacuerdo,Ligeramente de acuerdo,Totalmente de acuerdo,Ligeramente en desacuerdo,
27,Masculino,Maestría,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Diariamente,Algunas veces a la semana,Diariamente,Nunca,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.),Crea contenido político (información, memes, opiniones, etc.)",2,8,Totalmente en desacuerdo,Ligeramente de acuerdo,Totalmente en desacuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,Observadas
20,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Algunas veces al mes,Nunca,Algunas veces al año,Algunas veces al mes,Algunas veces al mes,"Recibe contenido político (información, memes, opiniones, etc.)",5,9,Totalmente en desacuerdo,Ni en acuerdo ni en desacuerdo,Totalmente de acuerdo,Ligeramente en desacuerdo,Totalmente de acuerdo,Observadas
40,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Algunas veces al mes,Algunas veces a la semana,Algunas veces a la semana,Diariamente,"Recibe contenido político (información, memes, opiniones, etc.)",8,9,Ligeramente de acuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,Ligeramente de acuerdo,Totalmente en desacuerdo,
22,Masculino,Educación Superior Universitaria,"Zona 1: Ancón, Carabayllo, Comas, Independencia, Los Olivos, Puente Piedra, San Martín de Porres y Santa Rosa",Diariamente,Algunas veces a la semana,Nunca,Nunca,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.),Crea contenido político (información, memes, opiniones, etc.)",3,2,Totalmente en desacuerdo,Ligeramente de acuerdo,Totalmente en desacuerdo,Ligeramente en desacuerdo,Ligeramente en desacuerdo,
21,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Nunca,Nunca,Diariamente,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.)",4,5,Totalmente en desacuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,Ligeramente de acuerdo,Totalmente en desacuerdo,
22,Femenino,Educación Superior Universitaria,"Zona 5: Chorrillos, Lurín, Pachacamac, Pucusana, Punta Hermosa, Punta Negra, San Bartolo, San Juan de Miraflores, Santa María del Mar, Villa el Salvador y Villa María del Triunfo",Algunas veces al año,Nunca,Nunca,Nunca,Algunas veces al año,"Recibe contenido político (información, memes, opiniones, etc.)",7,5,Ligeramente en desacuerdo,Totalmente en desacuerdo,Ni en acuerdo ni en desacuerdo,Ligeramente de acuerdo,Totalmente en desacuerdo,Observadas
24,Masculino,Educación Superior Universitaria,"Zona 4: Ate-Vitarte, Chaclacayo, Cieneguilla, El Agustino, Lurigancho (Chosica), San Juan de Lurigancho y Santa Anita",Diariamente,Algunas veces al mes,Diariamente,Diariamente,Diariamente,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",6,7,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,
26,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Nunca,Algunas veces al mes,Algunas veces a la semana,Algunas veces al año,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.),Crea contenido político (información, memes, opiniones, etc.)",1,8,Ligeramente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ligeramente de acuerdo,Totalmente en desacuerdo,Observadas
25,Femenino,Educación Superior Universitaria,"Zona 4: Ate-Vitarte, Chaclacayo, Cieneguilla, El Agustino, Lurigancho (Chosica), San Juan de Lurigancho y Santa Anita",Diariamente,Algunas veces a la semana,Algunas veces al año,Algunas veces a la semana,Algunas veces al año,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",3,9,Totalmente en desacuerdo,Ligeramente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,
23,Femenino,Educación Superior Universitaria,"Zona 2: Breña, La Victoria, Lima (Cercado), Rímac y San Luis",Diariamente,Algunas veces al mes,Diariamente,Diariamente,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",1,10,Totalmente de acuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ni en acuerdo ni en desacuerdo,Observadas
25,Masculino,Educación Superior Universitaria,"Zona 4: Ate-Vitarte, Chaclacayo, Cieneguilla, El Agustino, Lurigancho (Chosica), San Juan de Lurigancho y Santa Anita",Algunas veces a la semana,Nunca,Nunca,Algunas veces a la semana,Nunca,"Recibe contenido político (información, memes, opiniones, etc.)",7,3,Ligeramente en desacuerdo,Totalmente en desacuerdo,Totalmente en desacuerdo,Ligeramente de acuerdo,Totalmente en desacuerdo,
21,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Algunas veces al mes,Algunas veces a la semana,Algunas veces al año,Algunas veces a la semana,Algunas veces al mes,"Recibe contenido político (información, memes, opiniones, etc.)",4,5,Ni en acuerdo ni en desacuerdo,Totalmente de acuerdo,Totalmente en desacuerdo,Ligeramente en desacuerdo,Totalmente en desacuerdo,Observadas
22,Masculino,Educación Superior Universitaria,"Zona 1: Ancón, Carabayllo, Comas, Independencia, Los Olivos, Puente Piedra, San Martín de Porres y Santa Rosa",Diariamente,Diariamente,Diariamente,Diariamente,Diariamente,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.),Crea contenido político (información, memes, opiniones, etc.)",3,,,,,,,
32,Femenino,Maestría,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Nunca,Nunca,Algunas veces al mes,Nunca,"Recibe contenido político (información, memes, opiniones, etc.)",1,,,,,,,Observadas
24,Femenino,Educación Secundaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Algunas veces a la semana,Algunas veces al mes,Diariamente,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",5,,,,,,,
46,Masculino,Maestría,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Diariamente,Algunas veces a la semana,Algunas veces a la semana,Algunas veces a la semana,Nunca,"Recibe contenido político (información, memes, opiniones, etc.)",7,,,,,,,
41,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Nunca,Algunas veces a la semana,Nunca,Algunas veces a la semana,Algunas veces a la semana,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.)",7,,,,,,,Observadas
77,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",,Algunas veces a la semana,Algunas veces a la semana,Diariamente,,"Recibe contenido político (información, memes, opiniones, etc.)",10,,,,,,,Observadas
39,Femenino,Educación Superior Técnica,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Algunas veces a la semana,Algunas veces a la semana,Nunca,Diariamente,Diariamente,"Recibe contenido político (información, memes, opiniones, etc.)",7,,,,,,,Observadas
23,Masculino,Educación Superior Universitaria,"Zona 1: Ancón, Carabayllo, Comas, Independencia, Los Olivos, Puente Piedra, San Martín de Porres y Santa Rosa",Diariamente,,,,,"Recibe contenido político (información, memes, opiniones, etc.),Comparte contenido político (información, memes, opiniones, etc.),Crea contenido político (información, memes, opiniones, etc.)",3,,,,,,,
37,Femenino,Educación Superior Universitaria,"Zona 3: Barranco, Jesús María, La Molina, Lince, Magdalena del Mar, Miraflores, Pueblo Libre, San Borja, San Isidro, San Miguel, Santiago de Surco y Surquillo",Algunas veces al mes,Nunca,Algunas veces al mes,Algunas veces a la semana,Algunas veces al mes,"Comparte contenido político (información, memes, opiniones, etc.)",7,,,,,,,Observadas
